20191026,九龙坡,黄桷坪,整租·西郊四村,1室1厅,36平米,700
20191026,九龙坡,黄桷坪,整租·广厦城江界,2室1厅,95平米,1400
20191026,九龙坡,黄桷坪,整租·万顺楼,2室2厅,85平米,1400
20191026,九龙坡,黄桷坪,整租·茗都华苑,2室2厅,84平米,1300
20191026,九龙坡,黄桷坪,整租·广厦城蜜宫,2室1厅,59平米,1500
20191026,九龙坡,黄桷坪,整租·茗都华苑,3室2厅,104平米,1500
20191026,九龙坡,黄桷坪,整租·九龙花园一小区,3室1厅,103平米,1300
20191026,九龙坡,黄桷坪,整租·港韵新苑,2室1厅,60平米,1300
20191026,九龙坡,黄桷坪,整租·茗都华苑,2室2厅,84平米,1300
20191026,九龙坡,黄桷坪,整租·港韵新苑,3室2厅,98平米,1400
20191026,九龙坡,黄桷坪,整租·茗都华苑,3室2厅,106平米,1200
20191026,九龙坡,黄桷坪,整租·金源利青国青城,3室2厅,112平米,1800
20191026,九龙坡,黄桷坪,整租·星河名居,4室2厅,125平米,1900
20191026,九龙坡,黄桷坪,整租·江畔华景,3室2厅,120平米,1900
20191026,九龙坡,黄桷坪,整租·志龙观江嶺,1室1厅,57平米,1600
20191026,九龙坡,黄桷坪,整租·广厦城湖水岸,3室2厅,132平米,1900
20191026,九龙坡,黄桷坪,整租·保利心语花园,2室1厅,88平米,1900
20191026,九龙坡,黄桷坪,整租·广厦城巢上,2室1厅,86平米,1600
20191026,九龙坡,黄桷坪,整租·志龙观江嶺,2室1厅,75平米,1600
20191026,九龙坡,黄桷坪,整租·新华春天,2室1厅,76平米,1750
20191026,九龙坡,黄桷坪,整租·金源利青国青城,2室1厅,74平米,1600
20191026,九龙坡,黄桷坪,整租·金源利青国青城,3室2厅,110平米,1900
20191026,九龙坡,黄桷坪,整租·金源利青国青城,3室2厅,100平米,1700
20191026,九龙坡,黄桷坪,整租·金源利青国青城,3室2厅,109平米,1800
20191026,九龙坡,黄桷坪,整租·金源利青国青城,3室1厅,80平米,1600
20191026,九龙坡,黄桷坪,整租·凤华雅苑,2室2厅,72平米,1800
20191026,九龙坡,黄桷坪,整租·广厦城江畔语林,2室2厅,123平米,1800
20191026,九龙坡,黄桷坪,整租·广厦城江界,2室2厅,95平米,1600
20191026,九龙坡,黄桷坪,整租·江畔华景,2室2厅,84平米,1600
20191026,九龙坡,黄桷坪,整租·金源利青国青城,2室1厅,74平米,1700
20191026,九龙坡,黄桷坪,整租·田野小区,2室1厅,76平米,1600
20191026,九龙坡,黄桷坪,整租·广厦城蜜宫,2室1厅,89平米,1800
20191026,九龙坡,黄桷坪,整租·铁马新华苑E区,2室2厅,87平米,1800
20191026,九龙坡,黄桷坪,整租·广厦城蜜宫,2室1厅,72平米,1700
20191026,九龙坡,黄桷坪,整租·广厦城蜜宫,2室1厅,72平米,1700
20191026,九龙坡,黄桷坪,整租·广厦城蜜宫,2室1厅,89平米,1800
20191026,九龙坡,黄桷坪,整租·铁马新华苑E区,3室2厅,89平米,1600
20191026,九龙坡,黄桷坪,整租·广厦城蜜宫,3室1厅,86平米,1800
20191026,九龙坡,黄桷坪,整租·九龙花园二小区,2室2厅,87平米,700
20191026,九龙坡,黄桷坪,整租·保利心语花园,3室1厅,110平米,2300
20191026,九龙坡,黄桷坪,整租·保利心语花园,3室2厅,111平米,800
20191026,九龙坡,黄桷坪,整租·蟠龙龙蟠凤逸,2室2厅,85平米,300
20191026,九龙坡,黄桷坪,整租·九龙花园二小区,2室1厅,90平米,1000
20191026,九龙坡,黄桷坪,整租·保利心语花园,2室1厅,89平米,2000
20191026,九龙坡,黄桷坪,整租·保利心语花园,3室2厅,110平米,2300
20191026,九龙坡,黄桷坪,整租·保利心语花园,2室1厅,89平米,2200
20191026,九龙坡,黄桷坪,整租·保利心语花园,2室2厅,94平米,2300
20191026,九龙坡,黄桷坪,整租·保利心语花园,2室1厅,89平米,2000
20191026,九龙坡,黄桷坪,整租·保利心语花园,3室2厅,118平米,2300
20191026,九龙坡,黄桷坪,整租·志龙观江嶺,3室2厅,100平米,2000
20191026,九龙坡,黄桷坪,整租·志龙观江嶺,2室1厅,62平米,2000
20191026,九龙坡,黄桷坪,整租·广厦城湖水岸,3室1厅,108平米,2000
20191026,九龙坡,黄桷坪,整租·广厦城湖水岸,4室2厅,128平米,2200
20191026,九龙坡,黄桷坪,整租·新华春天,3室2厅,100平米,2300
20191026,九龙坡,黄桷坪,整租·新华春天,3室2厅,97平米,2100
20191026,九龙坡,黄桷坪,整租·金源利青国青城,4室1厅,116平米,2000
20191026,九龙坡,黄桷坪,整租·志龙观江嶺,2室1厅,81平米,1000
20191026,九龙坡,黄桷坪,整租·广厦城江畔语林,3室2厅,130平米,2000
20191026,九龙坡,黄桷坪,整租·广厦城江畔语林,3室2厅,110平米,2300
20191026,九龙坡,黄桷坪,整租·广厦城江畔语林,3室1厅,132平米,2000
20191026,九龙坡,黄桷坪,整租·凤华雅苑,3室2厅,132平米,2000
20191026,九龙坡,黄桷坪,整租·广厦城江界,3室1厅,127平米,2000
20191026,九龙坡,黄桷坪,整租·广厦城蜜宫,3室2厅,93平米,2200
20191026,九龙坡,黄桷坪,整租·曦圆云岭,3室2厅,90平米,2000
20191026,九龙坡,黄桷坪,整租·广厦城蜜宫,3室2厅,86平米,2000
20191026,九龙坡,黄桷坪,整租·广厦城岭都,4室1厅,122平米,2200
20191026,九龙坡,黄桷坪,整租·田野小区,2室2厅,90平米,1400
20191026,九龙坡,黄桷坪,整租·星河名居,3室2厅,125平米,1500
20191026,九龙坡,黄桷坪,整租·保利心语花园,3室2厅,108平米,3000
20191026,九龙坡,黄桷坪,整租·保利心语花园,3室2厅,110平米,2500
20191026,九龙坡,黄桷坪,整租·保利心语花园,3室2厅,118平米,2600
20191026,九龙坡,黄桷坪,整租·保利心语花园,2室1厅,118平米,2600
20191026,九龙坡,黄桷坪,整租·保利心语花园,3室1厅,118平米,2600
20191026,九龙坡,黄桷坪,整租·保利心语花园,3室1厅,112平米,2500
20191026,九龙坡,黄桷坪,整租·广厦城巢上,2室1厅,88平米,1650
20191026,九龙坡,黄桷坪,整租·江畔华景,3室1厅,107平米,1800
20191026,九龙坡,黄桷坪,整租·江畔华景,3室2厅,107平米,1700
20191026,九龙坡,黄桷坪,整租·新华春天,2室2厅,79平米,1850
20191026,九龙坡,黄桷坪,整租·蟠龙龙蟠凤逸,2室1厅,82平米,1800
20191026,九龙坡,黄桷坪,整租·蟠龙龙蟠凤逸,2室1厅,82平米,1800
20191026,九龙坡,黄桷坪,整租·凤华雅苑,3室2厅,101平米,1800
20191026,九龙坡,黄桷坪,整租·金源利青国青城,2室1厅,74平米,1600
20191026,九龙坡,黄桷坪,整租·新华春天,3室2厅,95平米,2000
20191026,九龙坡,黄桷坪,整租·广厦城蜜宫,3室1厅,81平米,2400
20191026,九龙坡,黄桷坪,整租·保利心语花园,3室2厅,110平米,2500
20191026,九龙坡,黄桷坪,整租·志龙观江嶺,2室2厅,74平米,2700
20191026,九龙坡,黄桷坪,整租·保利心语花园,2室1厅,89平米,2500
