20191026,合川,合川,小区环境优雅，各种休闲设施，绿化覆盖面积高,65万,中楼层(共33层)                                                3室2厅 | 107平米                                  | 东南,https://ke-image.ljcdn.com/500000-inspection/05ac6e2c-9905-405a-818c-07e9ce9c497d.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,合川,合川,周 边6大公园，小区绿化好，出行方便,58万,中楼层(共33层)                                                3室1厅 | 85平米                                  | 南,https://ke-image.ljcdn.com/500000-inspection/40eb7fda-0f79-4598-9291-eae76e86927c.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,合川,合川,户型方正，采光好，看房方便业主诚心卖,68万,高楼层(共33层)                                                    | 2018年建 |                                 3室2厅 | 106平米                                  | 东南,https://ke-image.ljcdn.com/500000-inspection/abdd38be-66e7-45af-ba72-f37e59374a2d.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,合川,合川,新房带地暖，小区绿化面积大，配套设施完善,58万,中楼层(共33层)                                                2室2厅 | 78.5平米                                  | 南,https://ke-image.ljcdn.com/500000-inspection/5c573337-404c-49bc-85c2-b2e25dffdc6b.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,合川,合川,出门就是 六大公园，城际快车，绿化高，双巴蜀,56万,高楼层(共33层)                                                2室2厅 | 85.02平米                                  | 南,https://ke-image.ljcdn.com/500000-inspection/abfcaadd-e453-45dd-acb9-f631d045f701.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,合川,合川,北新御龙湾双巴蜀 房龄新 小区环境好,64万,低楼层(共33层)                                                3室2厅 | 89平米                                  | 西南,https://ke-image.ljcdn.com/500000-inspection/1742481c-0ff9-47e0-a1c1-390b879630c7.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,合川,合川,带指标，6大公园，有城际列车站，三环路口,62万,中楼层(共33层)                                                3室2厅 | 94平米                                  | 东南,https://ke-image.ljcdn.com/500000-inspection/1433bc1f-9fc0-4ec2-8ed4-ed280cdb9c55.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,合川,合川,房子户型方正，采光充足，小区环境优美，业主诚信出售,60万,高楼层(共33层)                                                3室1厅 | 85平米                                  | 东,https://ke-image.ljcdn.com/500000-inspection/318d87c3-41b2-443a-8885-e1634168ea34.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,合川,合川,合川御龙湾带双巴蜀指标。随时看房,66万,高楼层(共33层)                                                3室1厅 | 96.95平米                                  | 东南,https://ke-image.ljcdn.com/500000-inspection/e5b66602-2067-47d1-85ff-07bd3a457d33.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,合川,合川,小区环境优雅，各种休闲设施，绿化覆盖面积高,76万,高楼层(共8层)                                                3室1厅 | 95平米                                  | 南,https://ke-image.ljcdn.com/500000-inspection/a4bb8268-a415-4f05-b440-ade790005a0c.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,合川,合川,御龙湾环境优美，六大公园 环抱，业主诚心出售，,54万,中楼层(共33层)                                                3室2厅 | 85.5平米                                  | 东南,https://ke-image.ljcdn.com/500000-inspection/adfec592-3e43-4b6a-bd2b-5327f7bdcd43.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,合川,合川,小区环境优雅，各种休闲设施，直达重庆北和机场,75万,低楼层(共33层)                                                3室2厅 | 109平米                                  | 南,https://ke-image.ljcdn.com/500000-inspection/06a69d2f-2c0b-4fb7-a440-6f6d855e64ac.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,合川,合川,美好小区呈现在你眼前随时搬迁入住生活陪读满足你啦,67万,低楼层(共33层)                                                3室2厅 | 89.65平米                                  | 南,https://ke-image.ljcdn.com/500000-inspection/84e64505-e429-43a3-bb26-4b93fd6c53e6.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,合川,合川,正三室，小区环境优美，有巴蜀指标。,63.8万,高楼层(共33层)                                                3室2厅 | 89.2平米                                  | 南,https://ke-image.ljcdn.com/500000-inspection/e8aa9272-6453-4a86-bdee-6f84fe99c5ca.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,合川,合川,北新御龙湾标准大四房户型结构巴适惨了价格优惠得很,72万,低楼层(共33层)                                                4室2厅 | 117平米                                  | 南,https://ke-image.ljcdn.com/500000-inspection/d8c3eb4d-ecff-49ce-bd51-a822a442d05d.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,合川,合川,北新御龙湾巴适惨了价格优惠得很三环高速成绩快铁,64万,低楼层(共33层)                                                2室2厅 | 89平米                                  | 南 北,https://ke-image.ljcdn.com/500000-inspection/f29e3c01-6e19-4944-b51d-88b3b8284091.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,合川,合川,前有百岁溪后有华蓥山，六大公园,75万,中楼层(共8层)                                                3室2厅 | 95.06平米                                  | 东南,https://ke-image.ljcdn.com/500000-inspection/e663b172-247e-473b-bb6f-6dfa130f22ee.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,合川,合川,小区环境优雅，各种休闲设施，绿化覆盖面积高,75万,中楼层(共33层)                                                3室2厅 | 109平米                                  | 南,https://ke-image.ljcdn.com/500000-inspection/d8977b4c-7fc9-4541-8400-80b458ef2fef.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,合川,合川,北新御龙湾 3室1厅 南,55万,中楼层(共33层)                                                3室1厅 | 85平米                                  | 南,https://ke-image.ljcdn.com/500000-inspection/10efafe2-ea9f-41b7-9f61-d7926484ee3d.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,合川,合川,北新御龙湾 3室1厅 东南,57.9万,中楼层(共33层)                                                3室1厅 | 85平米                                  | 东南,https://ke-image.ljcdn.com/500000-inspection/20c32640-cdad-43ba-ac39-44babcd72492.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,合川,合川,合川北新御龙湾  见证新型城市的崛起 理想的居住环境,62万,低楼层(共33层)                                                3室2厅 | 85.01平米                                  | 南,https://ke-image.ljcdn.com/500000-inspection/484dee78-2285-4e66-ad84-f0c1d7ef60ee.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,合川,合川,清水房  戶型好 采光通風  6大公园，有城际列车站。,59万,高楼层(共33层)                                                2室1厅 | 85.03平米                                  | 南,https://ke-image.ljcdn.com/500000-inspection/1529ef6b-5853-4aeb-917a-00c451b8710b.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,合川,合川,直达重庆北和机场，带指标，六大公园,50万,中楼层(共33层)                                                2室2厅 | 79平米                                  | 南,https://ke-image.ljcdn.com/500000-inspection/813fa2ba-d31f-414f-bca2-222cd0b531c3.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,合川,合川,小区环境优雅，各种休闲设施，绿化覆盖面积高，,75万,低楼层(共33层)                                                3室2厅 | 109平米                                  | 南,https://ke-image.ljcdn.com/500000-inspection/5c294fd1-7d3e-4bbc-9e43-2205e96cdb5b.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,合川,合川,北新御龙湾 城际列车 6大公园 采光户型好 位置好,62万,高楼层(共33层)                                                2室1厅 | 78.6平米                                  | 南,https://ke-image.ljcdn.com/500000-inspection/dc4753eb-0276-42f3-aa6c-d7c6a77873a1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,合川,合川,直达重庆北和机场，带指标，六大公园,65万,低楼层(共33层)                                                2室1厅 | 79平米                                  | 南,https://ke-image.ljcdn.com/500000-inspection/416387d4-c95f-4700-8124-89ab9220fa5c.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,合川,合川,小区环境优雅，配套齐全，全中庭，交通方便，绿化高,55万,低楼层(共33层)                                                3室1厅 | 85平米                                  | 南,https://ke-image.ljcdn.com/500000-inspection/1ad538fa-8cdc-41a0-8f5e-7ad7d0f80f89.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,合川,合川,六大公园 双巴蜀 城际快车家门口,58万,低楼层(共33层)                                                3室1厅 | 84.64平米                                  | 南,https://ke-image.ljcdn.com/500000-inspection/edabbb79-cc13-474d-bff4-fab91f8d1193.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,合川,合川,小区环境安静，绿化很好！小区临快铁站站,58万,高楼层(共33层)                                                3室2厅 | 89平米                                  | 南,https://ke-image.ljcdn.com/500000-inspection/1c294557-ac2b-4874-8ea6-a1e0d5500010.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,合川,合川,合川北新御龙湾清水3房 户型采光好 出行方便,67万,高楼层(共33层)                                                3室2厅 | 96.84平米                                  | 东南,https://ke-image.ljcdn.com/500000-inspection/91fb8fe4-53e9-4931-9497-eab58ae02bec.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,合川,合川,北新御龙湾 3室1厅 东南,57万,低楼层(共33层)                                                3室1厅 | 89平米                                  | 东南,https://ke-image.ljcdn.com/500000-inspection/47796787-336c-4a61-94f6-fcb0f50ed584.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,合川,合川,小区环境优雅，各种休闲设施，绿化覆盖面积高,53万,高楼层(共33层)                                                2室2厅 | 78平米                                  | 西北 北,https://ke-image.ljcdn.com/500000-inspection/d499ab32-ffd3-405a-9d88-ffe1c7d094a8.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,合川,合川,直达重庆北和机场，带指标，六大公园。,58万,中楼层(共33层)                                                3室1厅 | 85平米                                  | 南,https://ke-image.ljcdn.com/500000-inspection/7236100d-a715-43dd-900d-8a570add0b99.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,合川,合川,户型方正，采光通透，看房方便业主诚心卖,59万,高楼层(共33层)                                                    | 2018年建 |                                 3室1厅 | 89平米                                  | 东南,https://ke-image.ljcdn.com/500000-inspection/93f3f400-b1a8-4c02-a5e2-d180f7f9f70c.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,合川,合川,北新御龙湾 3室2厅 东,70万,低楼层(共33层)                                                3室2厅 | 97平米                                  | 东,https://ke-image.ljcdn.com/500000-inspection/5fb85702-3aa5-4bf0-b98b-68528b42d961.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,合川,合川,北新御龙湾 2室2厅 南,85万,中楼层(共8层)                                                2室2厅 | 97平米                                  | 南,https://ke-image.ljcdn.com/500000-inspection/8f04711b-068c-4021-b43f-309760c69ad0.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,合川,合川,交通便利环境优雅。户型方正视野开阔,78万,高楼层(共33层)                                                4室2厅 | 113平米                                  | 东南,https://ke-image.ljcdn.com/500000-inspection/b26c2bc8-62a6-460e-aa0f-757eadbc0365.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,合川,合川,北师大幼儿园，三环出口，城际快铁，六大公园,69万,低楼层(共33层)                                                3室2厅 | 89.23平米                                  | 东南,https://ke-image.ljcdn.com/500000-inspection/1f1ca63a-6975-4df2-8685-ea32a2510bcb.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,合川,合川,小区环境优雅，各种休闲设施，绿化覆盖面积高,68万,高楼层(共33层)                                                3室2厅 | 107平米                                  | 东南,https://ke-image.ljcdn.com/500000-inspection/2734f2ce-dd3e-40ae-b97c-31634dfc668e.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,合川,合川,北新御龙湾 3室2厅 东南,80万,中楼层(共33层)                                                3室2厅 | 117.1平米                                  | 东南,https://ke-image.ljcdn.com/500000-inspection/580aac65-b142-40b1-be43-ebfe13e16622.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,合川,合川,小区环境优雅，各种休闲设施，绿化覆盖面积高,50.8万,高楼层(共33层)                                                2室1厅 | 78.6平米                                  | 东南,https://ke-image.ljcdn.com/500000-inspection/7b31a086-c7f6-4643-8c2e-1906e192312d.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,合川,合川,临步行街、交通方便。小区环境优雅,68万,高楼层(共33层)                                                3室2厅 | 97平米                                  | 东南,https://ke-image.ljcdn.com/500000-inspection/f7611408-993d-438a-bfc9-836ac829f737.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,合川,合川,北新御龙湾可以看到现房可以看想到未来生活幸福安逸,50万,中楼层(共33层)                                                2室2厅 | 78平米                                  | 南,https://ke-image.ljcdn.com/500000-inspection/0c1e1f40-1003-4431-97e2-e71ce0ba3d6e.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,合川,合川,小区环境优雅，各种休闲设施，绿化覆盖面积高,60万,高楼层(共33层)                                                3室1厅 | 90平米                                  | 东南,https://ke-image.ljcdn.com/500000-inspection/8f29d89a-576c-4499-a653-03ed57a69419.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,合川,合川,旁边6大公园。交通便利。小区环境优雅。,80万,高楼层(共8层)                                                3室2厅 | 95.06平米                                  | 东,https://ke-image.ljcdn.com/500000-inspection/5a629457-e176-4570-881e-08f8a08e4611.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,合川,合川,小区环境优雅，出行方便，各种休闲设施,55万,中楼层(共33层)                                                3室2厅 | 85平米                                  | 东南,https://ke-image.ljcdn.com/500000-inspection/9be716f9-502a-4883-869a-26ba50d78c0a.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,合川,合川,清水两房  看公园 出门就是公园 城际快车家门口,53万,高楼层(共33层)                                                2室2厅 | 82平米                                  | 东,https://ke-image.ljcdn.com/500000-inspection/29437e38-c860-4578-b238-27037759f7b4.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,合川,合川,六大公园，在家看公园，出门就是公园，城际快铁,59.8万,低楼层(共33层)                                                3室1厅 | 89.2平米                                  | 东南,https://ke-image.ljcdn.com/500000-inspection/2fcf62a8-4d12-46c0-8f42-3a33f95217a6.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,合川,合川,房子户型方正，小区环境优美，业主诚心出售,85万,低楼层(共8层)                                                3室2厅 | 105平米                                  | 东南,https://ke-image.ljcdn.com/500000-inspection/66f0a9eb-0c8d-4327-8ad8-b738011fea93.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,合川,合川,北新                     御龙湾，,57万,高楼层(共33层)                                                2室2厅 | 85.01平米                                  | 南,https://ke-image.ljcdn.com/500000-inspection/97d7ec66-d893-426e-a37b-0b1097b2a711.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,合川,合川,双巴蜀，6大公园，有城际列车站，三环路口,72万,高楼层(共8层)                                                3室2厅 | 96平米                                  | 南,https://ke-image.ljcdn.com/500000-inspection/b523be7e-f8ff-4264-b854-1f1bd1b1b6cd.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,合川,合川,安全信息产业园流动人口生活配套需求住家配套需求啦,63万,高楼层(共33层)                                                    | 2017年建 |                                 3室2厅 | 85平米                                  | 南,https://ke-image.ljcdn.com/500000-inspection/3f50787f-f0d9-4c1b-8c5a-77ba6953564f.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,合川,合川,小区临快铁站站、同时临步行街、交通方便,58万,高楼层(共33层)                                                2室1厅 | 86平米                                  | 南,https://ke-image.ljcdn.com/500000-inspection/ce7f7a65-800e-4c9d-9c62-3a1b2693d0a2.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,合川,合川,精品住宅双巴蜀，城际列车，三横三纵,57万,高楼层(共33层)                                                2室2厅 | 85.01平米                                  | 南,https://ke-image.ljcdn.com/500000-inspection/32782150-8c88-42a7-8d2a-f0f4244658d4.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,合川,合川,小区环境好。楼层好，采光充足，户型方正。,56万,高楼层(共33层)                                                2室1厅 | 85.77平米                                  | 东南,https://ke-image.ljcdn.com/500000-inspection/9926550d-4a33-4cc6-b865-d5a33fcd2969.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,合川,合川,小区环境优雅，出行方便，业主诚心出售,70万,中楼层(共33层)                                                3室2厅 | 97平米                                  | 东南,https://ke-image.ljcdn.com/500000-inspection/e46cacfe-9aae-4510-ab94-f9342775d681.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,合川,合川,小区环境优雅，各种休闲设施，绿化覆盖面积高,73.5万,高楼层(共33层)                                                2室2厅 | 98平米                                  | 南,https://ke-image.ljcdn.com/500000-inspection/9abd5149-187a-42ab-975a-954955d9a948.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,合川,合川,绿化好，空气好，适合各种人群居住,85万,中楼层(共8层)                                                3室2厅 | 95.5平米                                  | 东,https://ke-image.ljcdn.com/500000-inspection/4cf9724e-624c-47cf-869a-c331c30263cf.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,合川,合川,小区环境优雅，各种休闲设施，绿化覆盖面积高,75万,中楼层(共33层)                                                3室2厅 | 113.6平米                                  | 南,https://ke-image.ljcdn.com/500000-inspection/d2158804-c380-4ae7-902b-bcc9fc95ac7e.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,合川,合川,北新御龙湾 2室1厅 东南,57万,中楼层(共33层)                                                2室1厅 | 78.6平米                                  | 东南,https://ke-image.ljcdn.com/500000-inspection/1a730177-510f-47fb-8aa4-1484d1e5f81e.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,合川,合川,小区环境优雅，各种休闲设施，绿化覆盖面积高，双巴蜀,63.8万,高楼层(共33层)                                                3室1厅 | 78.46平米                                  | 东,https://ke-image.ljcdn.com/500000-inspection/9a4db37b-70c3-42e5-be76-73162d4299ca.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,合川,合川,小区环境优雅，直达重庆，户型方正,55万,高楼层(共33层)                                                2室2厅 | 79平米                                  | 南,https://ke-image.ljcdn.com/500000-inspection/ab55a907-746b-4a01-bca8-0d8e61bba77d.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,合川,合川,小区环境优美，交通出行方便，空气好，配套设施齐全,43万,高楼层(共7层)                                                3室1厅 | 118平米                                  | 南,https://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=201910231435436
20191026,合川,合川,清水小跃层，交通便利，出行很方便，适合小资的你,21万,低楼层(共19层)                                                1室1厅 | 38.74平米                                  | 南 北,https://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=201910231435436
20191026,合川,合川,3房精装，户型房子，业主诚心出售,57万,高楼层(共7层)                                                3室2厅 | 104平米                                  | 南,https://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=201910231435436
20191026,合川,合川,大三室，户型方正，小区环境优美，价格实惠。,74.9万,低楼层(共26层)                                                3室2厅 | 115平米                                  | 南,https://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=201910231435436
20191026,合川,合川,MINI时代小区 1室1厅 南,15万,低楼层(共25层)                                                1室1厅 | 30平米                                  | 南,https://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=201910231435436
20191026,合川,合川,凤凰城 2室1厅 西,38.5万,中楼层(共33层)                                                2室1厅 | 71平米                                  | 西,https://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=201910231435436
20191026,合川,合川,卓然翡翠城 2室1厅 南,50万,低楼层(共31层)                                                2室1厅 | 75.6平米                                  | 南,https://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=201910231435436
20191026,合川,合川,德润城正规三房 使用面积大，小区高档绿化好配套完善,56.7万,高楼层(共29层)                                                3室2厅 | 90平米                                  | 东南,https://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=201910231435436
20191026,合川,合川,小区环境优雅，六大公园，小区配套健身器材,48万,高楼层(共32层)                                                2室2厅 | 80.54平米                                  | 南 北,https://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=201910231435436
20191026,合川,合川,江城丽景 3室3厅 东南,100万,中楼层(共25层)                                                    | 2007年建 |                                 3室3厅 | 180平米                                  | 东南,https://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=201910231435436
20191026,合川,合川,房屋采光佳，装修合理，户型方正,90万,低楼层(共31层)                                                4室2厅 | 130平米                                  | 南,https://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=201910231435436
20191026,合川,合川,精装修，正规3房，业主诚心出售,89万,中楼层(共32层)                                                3室1厅 | 99.08平米                                  | 南 北,https://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=201910231435436
20191026,合川,合川,房业主诚心出售，小区环境优美，适合居住，配套齐,69万,高楼层(共30层)                                                3室1厅 | 83.7平米                                  | 北,https://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=201910231435436
20191026,合川,合川,小区环境优美，格局好，视野宽阔，采光好,69万,高楼层(共32层)                                                3室2厅 | 85平米                                  | 东南,https://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=201910231435436
20191026,合川,合川,江润正规三室两厅一卫，视野好，交通便利,68万,中楼层(共33层)                                                3室2厅 | 99.26平米                                  | 南 北,https://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=201910231435436
20191026,合川,合川,单价5000  买合川繁华地段电梯一房  欲购从速,27万,高楼层(共28层)                                                1室1厅 | 53.98平米                                  | 南,https://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=201910231435436
20191026,合川,合川,3000亩大盘                 ，精装带地暖,70万,中楼层(共33层)                                                2室2厅 | 78.5平米                                  | 南,https://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=201910231435436
20191026,合川,合川,中奥城 2室2厅 南,48万,中楼层(共32层)                                                2室2厅 | 79.8平米                                  | 南,https://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=201910231435436
20191026,合川,合川,银翔城 户型方正 户型结构可改动,40万,高楼层(共18层)                                                    | 2015年建 |                                 2室1厅 | 57.32平米                                  | 南,https://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=201910231435436
20191026,合川,合川,丽景水岸 2室2厅 东南,58万,低楼层(共30层)                                                2室2厅 | 84.11平米                                  | 东南,https://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=201910231435436
20191026,合川,合川,小区环境优美，适合居住，配套齐,22万,中楼层(共19层)                                                1室1厅 | 30平米                                  | 南,https://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=201910231435436
