20191026,南岸,丹龙路,龙湖物业，70年大产权，视野开阔，无任何浪费面积,155万,高楼层(共33层)                                                    | 2013年建 |                                 3室2厅 | 121平米                                  | 南,https://ke-image.ljcdn.com/500000-inspection/pc1_5hOcDP1Nd_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,南岸,丹龙路,环线已通车，现成的江景，成熟的社区，实用的三房,165万,低楼层(共31层)                                                    | 2004年建 |                                 3室1厅 | 149平米                                  | 东南,https://ke-image.ljcdn.com/500000-inspection/prod-0246c197-4da2-4d82-a6e7-0819dee2f018.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,南岸,丹龙路,南滨路 骏逸天下 三房双卫 看江 朝南不临街 业主诚心,140万,中楼层(共29层)                                                    | 2004年建 |                                 3室2厅 | 118平米                                  | 东 东南,https://ke-image.ljcdn.com/500000-inspection/prod-89879cfe-3eab-45a9-b525-bbb6a30e2e2c.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,南岸,丹龙路,江山多娇看江四房，业主换房诚心卖，近轻轨,145万,中楼层(共7层)                                                    | 2000年建 |                                 4室2厅 | 160平米                                  | 西南,https://ke-image.ljcdn.com/500000-inspection/prod-58331811-c458-4949-9005-149aa53d8f4e.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,南岸,丹龙路,四公里南湖站 精装正规两房 业主诚心卖 看房方便,108万,高楼层(共31层)                                                    | 2011年建 |                                 2室2厅 | 77平米                                  | 东南,https://ke-image.ljcdn.com/500000-inspection/pc1_pLsXeDzQh_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,南岸,丹龙路,南滨路 东原亲亲里 装修好的两房 视野开阔 采光很好,105万,高楼层(共34层)                                                    | 2012年建 |                                 2室1厅 | 73平米                                  | 西南,https://ke-image.ljcdn.com/500000-inspection/prod-8e775b94-0154-4ea7-9417-504df7e00019.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,南岸,丹龙路,出行方便，住家精装修，家具家电齐全，*小两房。,76万,中楼层(共31层)                                                    | 2011年建 |                                 1室2厅 | 51.06平米                                  | 东南,https://ke-image.ljcdn.com/500000-inspection/test-af2b10d1-4e90-4869-8655-433ea7be65ec.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,南岸,丹龙路,恒基翔龙江畔 龙湖物业 正规两房 可看江,123万,中楼层(共33层)                                                    | 2013年建 |                                 2室2厅 | 81.5平米                                  | 西南,https://ke-image.ljcdn.com/500000-inspection/pc1_CZTPK30RW_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,南岸,丹龙路,龙湖翔龙江畔 自住装修大三房 住家安静 50万装修费,240万,低楼层(共33层)                                                    | 2015年建 |                                 3室2厅 | 158平米                                  | 东南,https://ke-image.ljcdn.com/500000-inspection/prod-52c19582-b415-425e-b395-9c59a8f2981d.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,南岸,丹龙路,天盈首原 3室1厅 南,210万,中楼层(共7层)                                                    | 2016年建 |                                 3室1厅 | 101平米                                  | 南,https://ke-image.ljcdn.com/500000-inspection/prod-9f608f42-5561-4ac6-b1be-311fdae34fcf.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,南岸,丹龙路,南坪 东原亲亲里 看江 2房 带装修 住家安静 近轻轨,108万,中楼层(共34层)                                                    | 2012年建 |                                 2室2厅 | 69.86平米                                  | 东南,https://ke-image.ljcdn.com/500000-inspection/prod-021231a9-3802-49d4-ba09-f203503210c0.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,南岸,丹龙路,海峡路轻轨站旁，交通出行方便，社区配套齐全,53万,中楼层(共20层)                                                    | 2016年建 |                                 3室1厅 | 46.92平米                                  | 东南,https://ke-image.ljcdn.com/500000-inspection/prod-2a7553cb-8ade-4cf5-b2e7-f0d5946af7a0.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,南岸,丹龙路,南滨路 轻轨旁 花园洋房 户型方正,115万,中楼层(共7层)                                                    | 2000年建 |                                 2室2厅 | 102平米                                  | 北,https://ke-image.ljcdn.com/500000-inspection/prod-d0a116b1-8510-4901-b597-28e895d2f9e2.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,南岸,丹龙路,骏逸江岸+美式精装三房两卫+大阳台夜景舒适+证在手,195万,高楼层(共33层)                                                    | 2008年建 |                                 3室2厅 | 143.52平米                                  | 西北,https://ke-image.ljcdn.com/500000-inspection/pc1_RNGSqOwJi_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,南岸,丹龙路,门口海峡路轻轨站 前后花园正规大三房洋房 诚心出售,255万,低楼层(共8层)                                                    | 2016年建 |                                 3室2厅 | 114.09平米                                  | 东南,https://ke-image.ljcdn.com/500000-inspection/pc1_qiC8XaGE7_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,南岸,丹龙路,环线海峡路江山多娇 大跃层可看江 业主诚心出售,275万,高楼层(共15层)                                                    | 2000年建 |                                 4室2厅 | 278平米                                  | 东南,https://ke-image.ljcdn.com/500000-inspection/prod-da7529dd-4bee-47e1-8610-71d9f488e4bf.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,南岸,丹龙路,南坪丹龙路骏逸天下精装两房，住家安静,106万,低楼层(共29层)                                                    | 2005年建 |                                 2室2厅 | 81.26平米                                  | 东南,https://ke-image.ljcdn.com/500000-inspection/prod-edff51b6-f5cb-4280-9297-fca2a518d10d.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,南岸,丹龙路,南坪丹龙路 两房精装修 拎包入住,72万,低楼层(共33层)                                                    | 2011年建 |                                 2室1厅 | 49平米                                  | 东南,https://ke-image.ljcdn.com/500000-inspection/pc1_vKEFE1Bw0_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,南岸,丹龙路,骏逸天下 正规清水三房带大阳台 70年大产权 住家安静,141万,低楼层(共26层)                                                    | 2005年建 |                                 3室2厅 | 125.21平米                                  | 东南,https://ke-image.ljcdn.com/500000-inspection/prod-a204966d-1118-414b-98b5-2dc9b0f036ef.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,南岸,丹龙路,环线海峡路旁不一样的房子 50平米空中花园大跃层,238万,低楼层(共15层)                                                    | 2000年建 |                                 4室2厅 | 222平米                                  | 西北 北,https://ke-image.ljcdn.com/500000-inspection/prod-10a23268-47a4-497b-acd8-6f23b36613c9.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,南岸,丹龙路,南滨路 东原亲亲里 装修好的两房 视野开阔 采光很好,105万,高楼层(共34层)                                                    | 2012年建 |                                 2室1厅 | 73平米                                  | 西南,https://ke-image.ljcdn.com/500000-inspection/prod-8e775b94-0154-4ea7-9417-504df7e00019.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,南岸,丹龙路,出行方便，住家精装修，家具家电齐全，*小两房。,76万,中楼层(共31层)                                                    | 2011年建 |                                 1室2厅 | 51.06平米                                  | 东南,https://ke-image.ljcdn.com/500000-inspection/test-af2b10d1-4e90-4869-8655-433ea7be65ec.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,南岸,丹龙路,龙湖翔龙江畔 自住装修大三房 住家安静 50万装修费,240万,低楼层(共33层)                                                    | 2015年建 |                                 3室2厅 | 158平米                                  | 东南,https://ke-image.ljcdn.com/500000-inspection/prod-52c19582-b415-425e-b395-9c59a8f2981d.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,南岸,丹龙路,天盈首原 3室1厅 南,210万,中楼层(共7层)                                                    | 2016年建 |                                 3室1厅 | 101平米                                  | 南,https://ke-image.ljcdn.com/500000-inspection/prod-9f608f42-5561-4ac6-b1be-311fdae34fcf.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,南岸,丹龙路,南坪 东原亲亲里 看江 2房 带装修 住家安静 近轻轨,108万,中楼层(共34层)                                                    | 2012年建 |                                 2室2厅 | 69.86平米                                  | 东南,https://ke-image.ljcdn.com/500000-inspection/prod-021231a9-3802-49d4-ba09-f203503210c0.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,南岸,丹龙路,海峡路轻轨站旁，交通出行方便，社区配套齐全,53万,中楼层(共20层)                                                    | 2016年建 |                                 3室1厅 | 46.92平米                                  | 东南,https://ke-image.ljcdn.com/500000-inspection/prod-2a7553cb-8ade-4cf5-b2e7-f0d5946af7a0.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,南岸,丹龙路,南滨路 轻轨旁 花园洋房 户型方正,115万,中楼层(共7层)                                                    | 2000年建 |                                 2室2厅 | 102平米                                  | 北,https://ke-image.ljcdn.com/500000-inspection/prod-d0a116b1-8510-4901-b597-28e895d2f9e2.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,南岸,丹龙路,骏逸江岸+美式精装三房两卫+大阳台夜景舒适+证在手,195万,高楼层(共33层)                                                    | 2008年建 |                                 3室2厅 | 143.52平米                                  | 西北,https://ke-image.ljcdn.com/500000-inspection/pc1_RNGSqOwJi_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,南岸,丹龙路,门口海峡路轻轨站 前后花园正规大三房洋房 诚心出售,255万,低楼层(共8层)                                                    | 2016年建 |                                 3室2厅 | 114.09平米                                  | 东南,https://ke-image.ljcdn.com/500000-inspection/pc1_qiC8XaGE7_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,南岸,丹龙路,环线海峡路江山多娇 大跃层可看江 业主诚心出售,275万,高楼层(共15层)                                                    | 2000年建 |                                 4室2厅 | 278平米                                  | 东南,https://ke-image.ljcdn.com/500000-inspection/prod-da7529dd-4bee-47e1-8610-71d9f488e4bf.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,南岸,丹龙路,南坪丹龙路骏逸天下精装两房，住家安静,106万,低楼层(共29层)                                                    | 2005年建 |                                 2室2厅 | 81.26平米                                  | 东南,https://ke-image.ljcdn.com/500000-inspection/prod-edff51b6-f5cb-4280-9297-fca2a518d10d.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,南岸,丹龙路,南坪丹龙路 两房精装修 拎包入住,72万,低楼层(共33层)                                                    | 2011年建 |                                 2室1厅 | 49平米                                  | 东南,https://ke-image.ljcdn.com/500000-inspection/pc1_vKEFE1Bw0_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,南岸,丹龙路,骏逸天下 正规清水三房带大阳台 70年大产权 住家安静,141万,低楼层(共26层)                                                    | 2005年建 |                                 3室2厅 | 125.21平米                                  | 东南,https://ke-image.ljcdn.com/500000-inspection/prod-a204966d-1118-414b-98b5-2dc9b0f036ef.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,南岸,丹龙路,环线海峡路旁不一样的房子 50平米空中花园大跃层,238万,低楼层(共15层)                                                    | 2000年建 |                                 4室2厅 | 222平米                                  | 西北 北,https://ke-image.ljcdn.com/500000-inspection/prod-10a23268-47a4-497b-acd8-6f23b36613c9.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,南岸,丹龙路,南岸经开区+*户型+业主诚心出售+证在手,78万,中楼层(共34层)                                                    | 2012年建 |                                 2室1厅 | 55.25平米                                  | 东,https://ke-image.ljcdn.com/500000-inspection/prod-36eaf1c7-fe98-4e3a-bfcf-db054a26c89c.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,南岸,丹龙路,看江大一房，满二年，证在手，交易方便，业主诚售,85万,中楼层(共31层)                                                    | 2011年建 |                                 1室1厅 | 66.17平米                                  | 西,https://ke-image.ljcdn.com/500000-inspection/pc1_wfo1qXXBi_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,南岸,丹龙路,丹龙路跃层结构+精装两房*三房+拎包入住诚心出售,108万,高楼层(共18层)                                                    | 2011年建 |                                 2室1厅 | 85平米                                  | 东 东南,https://ke-image.ljcdn.com/500000-inspection/prod-22b54063-5ecb-4b1d-bf0c-d1f08c224c96.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,南岸,丹龙路,出门就是环线+跃层+业主诚心出售,81万,中楼层(共20层)                                                    | 2016年建 |                                 3室2厅 | 56.66平米                                  | 南,https://ke-image.ljcdn.com/500000-inspection/pc1_8FeHIeQIa_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,南岸,丹龙路,环线南湖站轻轨房视野开阔可以看江装修好,105万,中楼层(共31层)                                                    | 2011年建 |                                 2室1厅 | 77平米                                  | 南,https://ke-image.ljcdn.com/500000-inspection/prod-571a992b-04d2-48db-8dd0-4f66501c33bb.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,南岸,丹龙路,江山多娇大跃层 装修五房 带大露台,260万,高楼层(共15层)                                                    | 2000年建 |                                 5室2厅 | 222平米                                  | 南 西北,https://ke-image.ljcdn.com/500000-inspection/prod-47323d2f-c14f-4ec2-bb0e-8c362957ffbb.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,南岸,丹龙路,南坪骏逸天下 双阳台户型 住家安静通风好 阳台大,168万,中楼层(共17层)                                                    | 2004年建 |                                 4室2厅 | 143平米                                  | 南,https://ke-image.ljcdn.com/500000-inspection/prod-a4227557-2e45-4d63-9edf-99c01a419358.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,南岸,丹龙路,南坪 南滨路 恒基翔龙江畔 清水2房 龙湖物业 70年产权,118万,低楼层(共33层)                                                    | 2013年建 |                                 2室1厅 | 85.18平米                                  | 西南,https://ke-image.ljcdn.com/500000-inspection/prod-69845607-96f2-4223-94c0-ee9da187acd6.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,南岸,丹龙路,诚售南滨上院洋房底跃 2+1结构 带花园 地下室,253万,低楼层(共7层)                                                    | 2014年建 |                                 3室2厅 | 229.97平米                                  | 南,https://ke-image.ljcdn.com/500000-inspection/prod-a6968b22-e44c-4018-b49e-cb3e306b3b98.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,南岸,丹龙路,南滨路 龙湖物业  大社区 看江大平层 装修舒服哦,260万,中楼层(共33层)                                                    | 2013年建 |                                 4室2厅 | 158平米                                  | 东南,https://ke-image.ljcdn.com/500000-inspection/prod-e2a0f698-5ffc-4b35-82b0-fbf7ea8f32fa.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,南岸,丹龙路,南滨路  高楼层 东原物业 住家安静 业主诚心,88.8万,高楼层(共34层)                                                    | 2012年建 |                                 2室1厅 | 61.97平米                                  | 南 西,https://ke-image.ljcdn.com/500000-inspection/prod-7115982e-9739-46b4-bfc1-35729040db6b.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,南岸,丹龙路,恒基翔龙江畔 4室2厅 东,210万,高楼层(共18层)                                                    | 2016年建 |                                 4室2厅 | 137.28平米                                  | 东,https://ke-image.ljcdn.com/500000-inspection/pc1_KTWySxyhF_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,南岸,丹龙路,交通生活配套成熟 双轻轨 出门公交 银行 诊所配套完善,77万,高楼层(共31层)                                                    | 2011年建 |                                 1室2厅 | 55平米                                  | 东,https://ke-image.ljcdn.com/500000-inspection/prod-a0e4a6a3-af9b-4906-a647-beac0a1e9365.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,南岸,丹龙路,房子装修还不错现代风格 品牌家电 保养很好,135万,中楼层(共34层)                                                    | 2012年建 |                                 3室2厅 | 97平米                                  | 南,https://ke-image.ljcdn.com/500000-inspection/pc1_dsr1ppwB8_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,南岸,丹龙路,近轻轨，出行方便，采光好，可拎包入住,125万,低楼层(共33层)                                                    | 2008年建 |                                 3室2厅 | 102.93平米                                  | 东,https://ke-image.ljcdn.com/500000-inspection/pc1_CWr87YabL_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,南岸,丹龙路,龙湖恒基翔龙江畔 + 有轻轨站 +户型方正,135万,低楼层(共33层)                                                    | 2015年建 |                                 3室2厅 | 90平米                                  | 南,https://ke-image.ljcdn.com/500000-inspection/pc1_XBGDgjykT_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,南岸,丹龙路,恒基翔龙江畔 装修两房 南北朝向 龙湖物业 近轻轨,120万,高楼层(共33层)                                                    | 2013年建 |                                 2室2厅 | 81.35平米                                  | 北,https://ke-image.ljcdn.com/500000-inspection/pc1_y7qYbe8Ah_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,南岸,丹龙路,骏逸江岸+一线江景大四房+主卧270度看房+全实木装修,248万,中楼层(共32层)                                                    | 2007年建 |                                 4室1厅 | 163平米                                  | 东南,https://ke-image.ljcdn.com/500000-inspection/prod-74567d13-7dcc-490b-be67-3ddb18fe6a10.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,南岸,丹龙路,南坪 南滨路 全新婚房装修 大四房 兰花路轻轨站,265万,低楼层(共25层)                                                    | 2013年建 |                                 4室2厅 | 163平米                                  | 南,https://ke-image.ljcdn.com/500000-inspection/prod-85544fdb-c2e1-4819-aa50-1010ca91d5ae.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,南岸,丹龙路,大户型，龙湖物业，小区环境好。,230万,高楼层(共18层)                                                    | 2015年建 |                                 3室2厅 | 135平米                                  | 东南,https://ke-image.ljcdn.com/500000-inspection/prod-27894164-f780-4862-8b73-6ae31372e4e6.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,南岸,丹龙路,恒基翔龙江畔大两房大客厅带大露台,148万,低楼层(共33层)                                                    | 2013年建 |                                 2室1厅 | 95平米                                  | 南,https://ke-image.ljcdn.com/500000-inspection/prod-9ca6917d-a325-4104-8fd8-3debb4ce08ac.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,南岸,丹龙路,南岸经开区+精装大户型+花园+业主诚心出售+园林小区,175万,低楼层(共17层)                                                    | 2004年建 |                                 4室2厅 | 166平米                                  | 南,https://ke-image.ljcdn.com/500000-inspection/prod-ead08728-e8e5-4d83-917e-87a337c9bb04.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,南岸,丹龙路,南滨路精装修小区电梯大两房 出入方便 业主诚意出售,128万,低楼层(共33层)                                                    | 2013年建 |                                 2室2厅 | 83平米                                  | 南,https://ke-image.ljcdn.com/500000-inspection/prod-0c07cdf0-28fa-4d11-874f-aa2053b9bf58.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,南岸,丹龙路,正规3房，住家装修，拎包入住轻轨房,125万,低楼层(共34层)                                                    | 2012年建 |                                 3室2厅 | 83.49平米                                  | 东,https://ke-image.ljcdn.com/500000-inspection/prod-41ba0326-8375-41c9-9c7a-160c71da2e7e.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,南岸,丹龙路,南岸经开区+精装房+采光无影响+出行便利+户型方正,95万,中楼层(共33层)                                                    | 2011年建 |                                 3室2厅 | 67平米                                  | 东南,https://ke-image.ljcdn.com/500000-inspection/prod-0a09c2c9-5021-4964-af58-c3b614d29588.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,南岸,丹龙路,精装看江大两房 大阳台 正看一线江景 看房方便,130万,高楼层(共28层)                                                    | 2011年建 |                                 2室2厅 | 89.1平米                                  | 南,https://ke-image.ljcdn.com/500000-inspection/prod-d8c98b50-548f-4bdd-87ed-5f7e7866897b.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,南岸,丹龙路,南滨路 骏逸江岸 全新装修跃层三房两卫,120万,高楼层(共18层)                                                    | 2011年建 |                                 3室2厅 | 82.14平米                                  | 南,https://ke-image.ljcdn.com/500000-inspection/pc1_BGARFmIFO_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,南岸,丹龙路,精装小两房   装修保持不错  户型方正 采光好,80万,低楼层(共33层)                                                    | 2012年建 |                                 2室1厅 | 50.5平米                                  | 西北,https://ke-image.ljcdn.com/500000-inspection/pc1_4BPFVfuqv_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,南岸,丹龙路,南坪四公里芸峰天梭派小两室业主诚心出售,90万,低楼层(共31层)                                                    | 2011年建 |                                 2室2厅 | 66平米                                  | 东,https://ke-image.ljcdn.com/500000-inspection/test-f7cb106e-4168-4954-99de-21aaecca6f95.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,南岸,丹龙路,南岸区 丹龙路 东原亲亲里精装修小三室 看中庭,138万,中楼层(共34层)                                                    | 2012年建 |                                 3室2厅 | 86.77平米                                  | 东南,https://ke-image.ljcdn.com/500000-inspection/prod-3c869861-ef21-442a-8f38-2251d1f5adf0.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,南岸,丹龙路,南坪四公里南湖站 正规一室一厅 装修保持可以,78万,高楼层(共33层)                                                    | 2011年建 |                                 1室1厅 | 56平米                                  | 东南,https://ke-image.ljcdn.com/500000-inspection/prod-963ee842-37dc-4823-bb33-8b5bbc8bd976.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,南岸,丹龙路,恒基翔龙江畔大两房 大客厅，大阳台，小区环境优美,142万,高楼层(共33层)                                                    | 2013年建 |                                 3室2厅 | 94.54平米                                  | 东南,https://ke-image.ljcdn.com/500000-inspection/pc1_sFwyREtkU_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,南岸,丹龙路,龙湖 翔龙江畔南滨路 江景房 清水 有轻轨,140万,中楼层(共33层)                                                    | 2013年建 |                                 3室2厅 | 95平米                                  | 南,https://ke-image.ljcdn.com/500000-inspection/pc1_gCXvZ71dr_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,南岸,丹龙路,南滨路 恒基翔龙江畔 精装正规大2房 诚意急售,138万,高楼层(共33层)                                                    | 2013年建 |                                 2室2厅 | 85.36平米                                  | 东南,https://ke-image.ljcdn.com/500000-inspection/pc1_HcsAa1tt8_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,南岸,丹龙路,南岸经开区+大户型+中庭住家安静+证在手交易方便,175万,低楼层(共31层)                                                    | 2004年建 |                                 4室2厅 | 148.37平米                                  | 东南,https://ke-image.ljcdn.com/500000-inspection/prod-4b998fa7-b92d-4225-98d8-bf9e64369d23.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,南岸,丹龙路,精装两房，拎包入住，离轻轨近，环境优美，看江两房,75万,中楼层(共33层)                                                    | 2008年建 |                                 2室1厅 | 52.95平米                                  | 东,https://ke-image.ljcdn.com/500000-inspection/pc1_Sy7aIcBnF_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,南岸,丹龙路,精装大三房大客厅，拎包入住，带大露台，小区环境优美,180万,低楼层(共33层)                                                    | 2013年建 |                                 3室2厅 | 95平米                                  | 东南,https://ke-image.ljcdn.com/500000-inspection/test-ffac1a12-02cc-4f37-8725-a4d201a911e0.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,南岸,丹龙路,龙湖物业 视野开阔无遮挡  精装2改3,150万,高楼层(共33层)                                                    | 2013年建 |                                 3室1厅 | 94平米                                  | 南,https://ke-image.ljcdn.com/500000-inspection/pc1_qgerrMIqz_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,南岸,丹龙路,南坪四公里 云峰天梭派 精装小户型 业主诚心出售,85万,高楼层(共33层)                                                    | 2011年建 |                                 2室1厅 | 59平米                                  | 东,https://ke-image.ljcdn.com/500000-inspection/pc1_Gv1UeUsXK_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,南岸,丹龙路,环线旁 天梭派 双轻轨 小两房  交通方便 配套成熟,75万,高楼层(共31层)                                                    | 2011年建 |                                 2室1厅 | 51平米                                  | 东南,https://ke-image.ljcdn.com/500000-inspection/prod-bb9a18cc-52c2-4684-bc7b-fd831233a003.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
